-1958.085808	-244.8338163	120.7237866	526.2200146	51.00291008	351.0669582	-199.0824921	-592.0319143	-600.290953	-178.8819241	717.1584474	-626.2458552	-98.96725048	486.2806603	-298.6853919	-166.599956	-181.6716477	365.106826	-520.8900576	-928.9708266	204.7958535	169.9616739	-43.71240389	18.41534415
1855.457431	-228.7896928	-2434.381447	-463.2533455	-432.4372817	756.0178619	741.5192739	578.7252794	707.6331222	591.1236561	-64.84692804	19.74626222	-166.517162	184.3643934	1.02387224	406.9396893	49.17509949	235.354969	216.4817032	-478.1785703	410.7868244	-279.2891286	201.1445374	123.5258039
2400.134655	-731.1056228	-359.3285844	235.9763086	1174.900103	-1457.731402	444.2922813	-21.55586026	356.2057561	178.9314717	71.27970819	596.4328877	397.5090982	122.1918341	19.08806663	-502.8103084	-185.7851543	-55.60589542	-7.523323346	-292.8751729	-74.62444819	361.8719313	-652.208537	91.7124787
1545.566617	479.0778572	1176.929471	103.6574773	-380.139649	280.9833251	96.64430674	-96.28083119	1.871387141	45.5441631	79.12161461	222.982256	357.7630298	-178.3370761	-248.519685	-91.08199599	23.02628833	-244.6497977	256.3899953	-68.02854571	201.0236202	806.5867838	758.4660548	158.3214251
930.0482996	-970.2730028	-299.3952459	185.9042338	0.621419806	-81.10440525	40.76327001	-186.3033015	-13.53307498	-44.66824074	-32.76454935	3.704633663	-196.044268	-114.9537071	-21.49617195	-169.9540718	-27.4771828	68.99537612	194.896717	-29.49775188	100.0597917	88.0534486	145.3143425	-848.0614691
-877.3311569	-1167.285522	-123.3423913	1363.86956	-1224.008245	1158.366487	143.5327939	527.7988139	-69.66525729	654.3737918	-224.5456058	-396.6238522	111.3030159	357.0854059	130.188412	310.413225	150.9929292	150.2130853	37.45614352	516.6597093	-27.40688026	542.3482741	-522.0229332	1.032816842
2472.298179	-1209.007581	-975.7700541	792.1617828	-634.7448658	-538.71275	-1382.908655	-354.4717468	-710.682073	-42.74687138	-734.8616504	-311.4552169	3.945198553	-450.123415	-22.30929674	-240.1218106	272.6624755	273.5155513	-586.9272119	143.4023374	-108.2182586	-168.675348	184.2205515	140.1466848
-1100.465288	2755.284252	-64.1143803	603.9340631	-410.5663666	-382.4309605	1131.500852	155.0844459	198.8024732	-1009.225553	-1318.415272	-186.4489468	256.5622579	308.1061988	44.6477763	-383.262845	195.0282103	160.6367513	-131.0731879	-41.58117894	117.2664109	-38.07253033	7.122591096	-32.64063563
-175.4116337	1884.117321	-752.6351834	524.6363343	-701.163364	-108.6336509	-275.196122	-224.9954979	580.4944637	-597.0563138	382.1656761	-96.72064225	-237.1027345	-1210.578788	-470.9080556	671.1210994	-282.1577944	-448.3093872	-133.5022197	-93.07719943	-117.394589	115.2448112	-312.2916943	-22.51927041
289.7600098	1141.283605	463.8807292	458.3529192	585.446328	1225.191709	-1125.128033	1486.062353	-640.6601236	-325.0331472	28.56305393	536.0892737	167.6456831	-73.71568076	-106.662809	-227.6096714	278.8890113	26.53643433	552.6713262	-394.3584076	-330.1046818	-201.4917918	-148.3438519	-15.10105927
